population,state,regional_division,state,article_title,revision_id,article_quality
12582032,Illinois,Midwest_East North Central,Illinois,"Alton, Illinois",1178078771,C
12582032,Illinois,Midwest_East North Central,Illinois,"Altona, Illinois",1166385737,C
12582032,Illinois,Midwest_East North Central,Illinois,"Alto Pass, Illinois",1171830300,C
12582032,Illinois,Midwest_East North Central,Illinois,"Alvin, Illinois",1166385860,C
12582032,Illinois,Midwest_East North Central,Illinois,"Amboy, Illinois",1171055592,C
12582032,Illinois,Midwest_East North Central,Illinois,"Anchor, Illinois",1166483489,C
12582032,Illinois,Midwest_East North Central,Illinois,"Andalusia, Illinois",1166483516,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Andover, Illinois",1166483668,C
12582032,Illinois,Midwest_East North Central,Illinois,"Anna, Illinois",1176290797,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Annawan, Illinois",1165910047,C
12582032,Illinois,Midwest_East North Central,Illinois,"Antioch, Illinois",1173508857,C
12582032,Illinois,Midwest_East North Central,Illinois,"Apple River, Illinois",1176970804,C
12582032,Illinois,Midwest_East North Central,Illinois,"Arcola, Illinois",1172814968,C
12582032,Illinois,Midwest_East North Central,Illinois,"Arenzville, Illinois",1166484804,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Argenta, Illinois",1166484811,C
12582032,Illinois,Midwest_East North Central,Illinois,"Arlington, Illinois",1166485040,C
12582032,Illinois,Midwest_East North Central,Illinois,"Arlington Heights, Illinois",1179598841,C
12582032,Illinois,Midwest_East North Central,Illinois,"Armington, Illinois",1166485152,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Aroma Park, Illinois",1167981978,C
12582032,Illinois,Midwest_East North Central,Illinois,"Arrowsmith, Illinois",1166485446,C
12582032,Illinois,Midwest_East North Central,Illinois,"Arthur, Illinois",1172985081,C
12582032,Illinois,Midwest_East North Central,Illinois,"Ashkum, Illinois",1166485841,C
12582032,Illinois,Midwest_East North Central,Illinois,"Ashland, Illinois",1176767701,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Ashley, Illinois",1165507673,C
12582032,Illinois,Midwest_East North Central,Illinois,"Ashmore, Illinois",1168060594,C
12582032,Illinois,Midwest_East North Central,Illinois,"Ashton, Illinois",1166486022,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Assumption, Illinois",1173767272,C
12582032,Illinois,Midwest_East North Central,Illinois,"Astoria, Illinois",1166014669,C
12582032,Illinois,Midwest_East North Central,Illinois,"Athens, Illinois",1174975594,C
12582032,Illinois,Midwest_East North Central,Illinois,"Atkinson, Illinois",1175437199,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Atlanta, Illinois",1165507802,C
12582032,Illinois,Midwest_East North Central,Illinois,"Atwood, Illinois",1172985141,C
12582032,Illinois,Midwest_East North Central,Illinois,"Auburn, Illinois",1165507900,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Augusta, Illinois",1166486891,C
12582032,Illinois,Midwest_East North Central,Illinois,"Aurora, Illinois",1179653034,B
12582032,Illinois,Midwest_East North Central,Illinois,"Ava, Illinois",1165508129,C
12582032,Illinois,Midwest_East North Central,Illinois,"Aviston, Illinois",1178147291,C
12582032,Illinois,Midwest_East North Central,Illinois,"Avon, Illinois",1166487332,C
12582032,Illinois,Midwest_East North Central,Illinois,"Baldwin, Illinois",1166532578,C
12582032,Illinois,Midwest_East North Central,Illinois,"Banner, Illinois",1166533232,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bannockburn, Illinois",1167418822,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Bardolph, Illinois",1166533617,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Barrington, Illinois",1179599513,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Barrington Hills, Illinois",1177237085,C
12582032,Illinois,Midwest_East North Central,Illinois,"Barry, Illinois",1172892686,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Bartelso, Illinois",1167562087,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bartlett, Illinois",1169218544,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bartonville, Illinois",1166534330,C
12582032,Illinois,Midwest_East North Central,Illinois,"Basco, Illinois",1166534366,C
12582032,Illinois,Midwest_East North Central,Illinois,"Batavia, Illinois",1179888702,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Batchtown, Illinois",1166534570,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bath, Illinois",1166534668,C
12582032,Illinois,Midwest_East North Central,Illinois,"Baylis, Illinois",1166534884,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bay View Gardens, Illinois",1166534844,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Beach Park, Illinois",1166535008,C
12582032,Illinois,Midwest_East North Central,Illinois,"Beardstown, Illinois",1176767837,C
12582032,Illinois,Midwest_East North Central,Illinois,"Beaverville, Illinois",1166605678,C
12582032,Illinois,Midwest_East North Central,Illinois,"Beckemeyer, Illinois",1167562134,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bedford Park, Illinois",1169344672,C
12582032,Illinois,Midwest_East North Central,Illinois,"Beecher, Illinois",1167774210,C
12582032,Illinois,Midwest_East North Central,Illinois,"Beecher City, Illinois",1177923863,C
12582032,Illinois,Midwest_East North Central,Illinois,"Belgium, Illinois",1166606491,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Belknap, Illinois",1166606578,C
12582032,Illinois,Midwest_East North Central,Illinois,"Belle Prairie City, Illinois",1166015331,C
12582032,Illinois,Midwest_East North Central,Illinois,"Belle Rive, Illinois",1166606851,C
12582032,Illinois,Midwest_East North Central,Illinois,"Belleville, Illinois",1176389703,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bellevue, Illinois",1166607045,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Bellflower, Illinois",1166607096,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bellmont, Illinois",1144054168,B
12582032,Illinois,Midwest_East North Central,Illinois,"Bellwood, Illinois",1173398010,C
12582032,Illinois,Midwest_East North Central,Illinois,"Belvidere, Illinois",1167622823,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Bement, Illinois",1166607548,C
12582032,Illinois,Midwest_East North Central,Illinois,"Benld, Illinois",1178710493,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Bensenville, Illinois",1179647481,C
12582032,Illinois,Midwest_East North Central,Illinois,"Benson, Illinois",1166608042,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Bentley, Illinois",1166015427,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Benton, Illinois",1176494132,C
12582032,Illinois,Midwest_East North Central,Illinois,"Berkeley, Illinois",1179075356,C
12582032,Illinois,Midwest_East North Central,Illinois,"Berlin, Illinois",1166608680,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Berwyn, Illinois",1179650190,B
12582032,Illinois,Midwest_East North Central,Illinois,"Bethalto, Illinois",1170355794,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Bethany, Illinois",1166609243,C
12582032,Illinois,Midwest_East North Central,Illinois,"Biggsville, Illinois",1166610313,C
12582032,Illinois,Midwest_East North Central,Illinois,"Big Rock, Illinois",1166610116,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Bingham, Illinois",1166610460,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Bishop Hill, Illinois",1168136023,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bismarck, Illinois",1176970152,C
12582032,Illinois,Midwest_East North Central,Illinois,"Blandinsville, Illinois",1174988519,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bloomingdale, Illinois",1173131414,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bloomington, Illinois",1180434089,B
12582032,Illinois,Midwest_East North Central,Illinois,"Blue Island, Illinois",1175671624,B
12582032,Illinois,Midwest_East North Central,Illinois,"Blue Mound, Illinois",1166612823,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bluffs, Illinois",1166613058,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bluford, Illinois",1166613599,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bolingbrook, Illinois",1173181909,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bondville, Illinois",1166630525,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Bone Gap, Illinois",1174123014,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bonfield, Illinois",1100514874,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bonnie, Illinois",1166630685,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bourbonnais, Illinois",1175113567,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Bowen, Illinois",1166631550,C
12582032,Illinois,Midwest_East North Central,Illinois,"Braceville, Illinois",1176180027,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bradford, Illinois",1166632327,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bradley, Illinois",1180070523,C
12582032,Illinois,Midwest_East North Central,Illinois,"Braidwood, Illinois",1165536836,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Breese, Illinois",1180418832,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bridgeport, Illinois",1165537049,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bridgeview, Illinois",1169344887,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Brighton, Illinois",1174401600,C
12582032,Illinois,Midwest_East North Central,Illinois,"Brimfield, Illinois",1108745575,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Broadlands, Illinois",1179343927,C
12582032,Illinois,Midwest_East North Central,Illinois,"Broadview, Illinois",1178412498,C
12582032,Illinois,Midwest_East North Central,Illinois,"Broadwell, Illinois",1166634161,C
12582032,Illinois,Midwest_East North Central,Illinois,"Brocton, Illinois",1173965639,C
12582032,Illinois,Midwest_East North Central,Illinois,"Brookfield, Illinois",1179650655,C
12582032,Illinois,Midwest_East North Central,Illinois,"Brooklyn, Illinois",1166634572,C
12582032,Illinois,Midwest_East North Central,Illinois,"Brookport, Illinois",1165537332,C
12582032,Illinois,Midwest_East North Central,Illinois,"Broughton, Illinois",1166634918,C
12582032,Illinois,Midwest_East North Central,Illinois,"Browning, Illinois",1166635101,C
12582032,Illinois,Midwest_East North Central,Illinois,"Browns, Illinois",1174123068,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Brownstown, Illinois",1166635267,C
12582032,Illinois,Midwest_East North Central,Illinois,"Brussels, Illinois",1166635693,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bryant, Illinois",1176408606,C
12582032,Illinois,Midwest_East North Central,Illinois,"Buckingham, Illinois",1166636124,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Buckley, Illinois",1166636145,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Buckner, Illinois",1166636164,C
12582032,Illinois,Midwest_East North Central,Illinois,"Buda, Illinois",1179979853,C
12582032,Illinois,Midwest_East North Central,Illinois,"Buffalo, Illinois",1166636611,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Buffalo Grove, Illinois",1180361088,FA
12582032,Illinois,Midwest_East North Central,Illinois,"Bull Valley, Illinois",1166636817,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bulpitt, Illinois",1166636899,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Buncombe, Illinois",1166636951,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bunker Hill, Illinois",1176726427,C
12582032,Illinois,Midwest_East North Central,Illinois,"Burbank, Illinois",1168061457,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bureau Junction, Illinois",1166637191,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Burlington, Illinois",1173861805,C
12582032,Illinois,Midwest_East North Central,Illinois,"Burnham, Illinois",1169514941,C
12582032,Illinois,Midwest_East North Central,Illinois,"Burnt Prairie, Illinois",1166638462,C
12582032,Illinois,Midwest_East North Central,Illinois,"Burr Ridge, Illinois",1176024058,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bush, Illinois",1166638813,C
12582032,Illinois,Midwest_East North Central,Illinois,"Bushnell, Illinois",1165721039,C
12582032,Illinois,Midwest_East North Central,Illinois,"Butler, Illinois",1166639401,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Byron, Illinois",1165537862,C
12582032,Illinois,Midwest_East North Central,Illinois,"Cabery, Illinois",1166688429,C
12582032,Illinois,Midwest_East North Central,Illinois,"Cahokia, Illinois",1170437868,C
12582032,Illinois,Midwest_East North Central,Illinois,"Cairo, Illinois",1173614231,B
12582032,Illinois,Midwest_East North Central,Illinois,"Caledonia, Illinois",1166688903,C
12582032,Illinois,Midwest_East North Central,Illinois,"Calhoun, Illinois",1176864577,C
12582032,Illinois,Midwest_East North Central,Illinois,"Calumet City, Illinois",1174233733,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Calumet Park, Illinois",1173398610,C
12582032,Illinois,Midwest_East North Central,Illinois,"Camargo, Illinois",1172985190,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Cambria, Illinois",1166689363,C
12582032,Illinois,Midwest_East North Central,Illinois,"Cambridge, Illinois",1172210665,C
12582032,Illinois,Midwest_East North Central,Illinois,"Camden, Illinois",1166689469,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Campbell Hill, Illinois",1166689781,C
12582032,Illinois,Midwest_East North Central,Illinois,"Camp Point, Illinois",1166797887,C
12582032,Illinois,Midwest_East North Central,Illinois,"Campton Hills, Illinois",1166689861,C
12582032,Illinois,Midwest_East North Central,Illinois,"Campus, Illinois",1166689875,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Canton, Illinois",1167265852,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Cantrall, Illinois",1170566587,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Capron, Illinois",1172892689,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Carbon Cliff, Illinois",1172412656,C
12582032,Illinois,Midwest_East North Central,Illinois,"Carbondale, Illinois",1178593047,B
12582032,Illinois,Midwest_East North Central,Illinois,"Carbon Hill, Illinois",1179675465,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Carlinville, Illinois",1165578031,C
12582032,Illinois,Midwest_East North Central,Illinois,"Carlock, Illinois",1166690926,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Carlyle, Illinois",1167076109,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Carmi, Illinois",1165538395,C
12582032,Illinois,Midwest_East North Central,Illinois,"Carol Stream, Illinois",1178515176,C
12582032,Illinois,Midwest_East North Central,Illinois,"Carpentersville, Illinois",1167756785,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Carrier Mills, Illinois",1170929435,B
12582032,Illinois,Midwest_East North Central,Illinois,"Carrollton, Illinois",1133858014,C
12582032,Illinois,Midwest_East North Central,Illinois,"Carterville, Illinois",1171504747,C
12582032,Illinois,Midwest_East North Central,Illinois,"Carthage, Illinois",1168313083,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Cary, Illinois",1179600033,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Casey, Illinois",1165538533,C
12582032,Illinois,Midwest_East North Central,Illinois,"Caseyville, Illinois",1166692081,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Catlin, Illinois",1166692532,C
12582032,Illinois,Midwest_East North Central,Illinois,"Cave-In-Rock, Illinois",1179744009,C
12582032,Illinois,Midwest_East North Central,Illinois,"Cedar Point, Illinois",1177688378,C
12582032,Illinois,Midwest_East North Central,Illinois,"Cedarville, Illinois",1166693128,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Central City, Illinois",1166693732,C
12582032,Illinois,Midwest_East North Central,Illinois,"Centralia, Illinois",1178245158,C
12582032,Illinois,Midwest_East North Central,Illinois,"Centreville, Illinois",1160832544,C
12582032,Illinois,Midwest_East North Central,Illinois,"Cerro Gordo, Illinois",1166693946,C
12582032,Illinois,Midwest_East North Central,Illinois,"Chadwick, Illinois",1171380797,C
12582032,Illinois,Midwest_East North Central,Illinois,"Champaign, Illinois",1179872600,B
12582032,Illinois,Midwest_East North Central,Illinois,"Chandlerville, Illinois",1175769911,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Channahon, Illinois",1171120852,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Chapin, Illinois",1166694316,B
12582032,Illinois,Midwest_East North Central,Illinois,"Charleston, Illinois",1179392651,C
12582032,Illinois,Midwest_East North Central,Illinois,"Chatham, Illinois",1170510413,C
12582032,Illinois,Midwest_East North Central,Illinois,"Chatsworth, Illinois",1166017717,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Chebanse, Illinois",1108760957,C
12582032,Illinois,Midwest_East North Central,Illinois,"Chenoa, Illinois",1162430867,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Cherry, Illinois",1166695033,C
12582032,Illinois,Midwest_East North Central,Illinois,"Cherry Valley, Illinois",1166695024,C
12582032,Illinois,Midwest_East North Central,Illinois,"Chester, Illinois",1171379464,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Chesterfield, Illinois",1166695196,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Chicago, Illinois",967239270,Stub
12582032,Illinois,Midwest_East North Central,Illinois,"Chicago Heights, Illinois",1172670874,C
12582032,Illinois,Midwest_East North Central,Illinois,"Chicago Ridge, Illinois",1177679990,C
12582032,Illinois,Midwest_East North Central,Illinois,"Chillicothe, Illinois",1179189821,C
12582032,Illinois,Midwest_East North Central,Illinois,"Chrisman, Illinois",1173965510,C
12582032,Illinois,Midwest_East North Central,Illinois,"Christopher, Illinois",1165539389,C
12582032,Illinois,Midwest_East North Central,Illinois,"Cicero, Illinois",1179649556,C
12582032,Illinois,Midwest_East North Central,Illinois,"Cisco, Illinois",1166695924,C
12582032,Illinois,Midwest_East North Central,Illinois,"Cisne, Illinois",1166695935,B
12582032,Illinois,Midwest_East North Central,Illinois,"Cissna Park, Illinois",1166695936,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Claremont, Illinois",1177200629,C
12582032,Illinois,Midwest_East North Central,Illinois,"Clarendon Hills, Illinois",1179651983,C
12582032,Illinois,Midwest_East North Central,Illinois,"Clay City, Illinois",1166696491,C
12582032,Illinois,Midwest_East North Central,Illinois,"Clayton, Illinois",1166696813,C
12582032,Illinois,Midwest_East North Central,Illinois,"Clear Lake, Illinois",1174558925,C
12582032,Illinois,Midwest_East North Central,Illinois,"Cleveland, Illinois",1166697456,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Clifton, Illinois",1166754576,C
12582032,Illinois,Midwest_East North Central,Illinois,"Clinton, Illinois",1172813644,C
12582032,Illinois,Midwest_East North Central,Illinois,"Coal City, Illinois",1168348680,C
12582032,Illinois,Midwest_East North Central,Illinois,"Coalton, Illinois",1166755635,C
12582032,Illinois,Midwest_East North Central,Illinois,"Coal Valley, Illinois",1166755574,C
12582032,Illinois,Midwest_East North Central,Illinois,"Coatsburg, Illinois",1166755665,C
12582032,Illinois,Midwest_East North Central,Illinois,"Cobden, Illinois",1166755733,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Coffeen, Illinois",1165644637,C
12582032,Illinois,Midwest_East North Central,Illinois,"Colchester, Illinois",1165644686,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Coleta, Illinois",1166756317,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Colfax, Illinois",1166756410,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Collinsville, Illinois",1168549203,C
12582032,Illinois,Midwest_East North Central,Illinois,"Colona, Illinois",1165644823,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Colp, Illinois",1166756868,C
12582032,Illinois,Midwest_East North Central,Illinois,"Columbia, Illinois",1171684263,C
12582032,Illinois,Midwest_East North Central,Illinois,"Columbus, Illinois",1166757135,C
12582032,Illinois,Midwest_East North Central,Illinois,"Compton, Illinois",1166757356,C
12582032,Illinois,Midwest_East North Central,Illinois,"Concord, Illinois",1166757623,C
12582032,Illinois,Midwest_East North Central,Illinois,"Congerville, Illinois",1166757813,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Cooksville, Illinois",1166758187,C
12582032,Illinois,Midwest_East North Central,Illinois,"Cordova, Illinois",1166759059,C
12582032,Illinois,Midwest_East North Central,Illinois,"Cornell, Illinois",1177969434,C
12582032,Illinois,Midwest_East North Central,Illinois,"Cortland, Illinois",1172812980,C
12582032,Illinois,Midwest_East North Central,Illinois,"Coulterville, Illinois",1166760120,C
12582032,Illinois,Midwest_East North Central,Illinois,"Country Club Hills, Illinois",1168061708,C
12582032,Illinois,Midwest_East North Central,Illinois,"Countryside, Illinois",1168383541,C
12582032,Illinois,Midwest_East North Central,Illinois,"Cowden, Illinois",1166766424,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Crainville, Illinois",1166819536,C
12582032,Illinois,Midwest_East North Central,Illinois,"Creal Springs, Illinois",1165645510,C
12582032,Illinois,Midwest_East North Central,Illinois,"Crescent City, Illinois",1166819957,C
12582032,Illinois,Midwest_East North Central,Illinois,"Crest Hill, Illinois",1168405061,C
12582032,Illinois,Midwest_East North Central,Illinois,"Creston, Illinois",1178020209,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Crestwood, Illinois",1180202565,C
12582032,Illinois,Midwest_East North Central,Illinois,"Crete, Illinois",1168404454,C
12582032,Illinois,Midwest_East North Central,Illinois,"Creve Coeur, Illinois",1176808703,C
12582032,Illinois,Midwest_East North Central,Illinois,"Crossville, Illinois",1166820705,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Crystal Lake, Illinois",1174379020,B
12582032,Illinois,Midwest_East North Central,Illinois,"Cuba, Illinois",1178018388,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Cullom, Illinois",1174670522,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Curran, Illinois",1166821441,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Cutler, Illinois",1166848476,B
12582032,Illinois,Midwest_East North Central,Illinois,"Cypress, Illinois",1166848551,C
12582032,Illinois,Midwest_East North Central,Illinois,"Dahlgren, Illinois",1166848684,C
12582032,Illinois,Midwest_East North Central,Illinois,"Dakota, Illinois",1166508851,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Dallas City, Illinois",1165645985,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Dalton City, Illinois",1166848927,C
12582032,Illinois,Midwest_East North Central,Illinois,"Dalzell, Illinois",1177687652,C
12582032,Illinois,Midwest_East North Central,Illinois,"Damiansville, Illinois",1167562185,C
12582032,Illinois,Midwest_East North Central,Illinois,"Dana, Illinois",1174159239,C
12582032,Illinois,Midwest_East North Central,Illinois,"Danforth, Illinois",1166849079,C
12582032,Illinois,Midwest_East North Central,Illinois,"Danvers, Illinois",1166849142,C
12582032,Illinois,Midwest_East North Central,Illinois,"Danville, Illinois",1175618141,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Darien, Illinois",1178573699,C
12582032,Illinois,Midwest_East North Central,Illinois,"Davis, Illinois",1166849446,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Davis Junction, Illinois",1166849417,C
12582032,Illinois,Midwest_East North Central,Illinois,"Dawson, Illinois",1145441627,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Decatur, Illinois",1179698553,B
12582032,Illinois,Midwest_East North Central,Illinois,"Deer Creek, Illinois",1166850084,C
12582032,Illinois,Midwest_East North Central,Illinois,"Deerfield, Illinois",1180454285,B
12582032,Illinois,Midwest_East North Central,Illinois,"Deer Grove, Illinois",1166850088,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Deer Park, Illinois",1169515260,C
12582032,Illinois,Midwest_East North Central,Illinois,"DeKalb, Illinois",1172741253,B
12582032,Illinois,Midwest_East North Central,Illinois,"De Land, Illinois",1171212524,C
12582032,Illinois,Midwest_East North Central,Illinois,"Delavan, Illinois",1166272825,C
12582032,Illinois,Midwest_East North Central,Illinois,"De Pue, Illinois",536319051,Stub
12582032,Illinois,Midwest_East North Central,Illinois,"De Soto, Illinois",1166849705,C
12582032,Illinois,Midwest_East North Central,Illinois,"Des Plaines, Illinois",1177481742,C
12582032,Illinois,Midwest_East North Central,Illinois,"Detroit, Illinois",1166851112,C
12582032,Illinois,Midwest_East North Central,Illinois,"De Witt, Illinois",528455327,Stub
12582032,Illinois,Midwest_East North Central,Illinois,"Diamond, Illinois",1166851359,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Dieterich, Illinois",1178297495,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Divernon, Illinois",1173920750,C
12582032,Illinois,Midwest_East North Central,Illinois,"Dix, Illinois",1166851913,C
12582032,Illinois,Midwest_East North Central,Illinois,"Dixmoor, Illinois",1173398701,C
12582032,Illinois,Midwest_East North Central,Illinois,"Dixon, Illinois",1176960619,C
12582032,Illinois,Midwest_East North Central,Illinois,"Dolton, Illinois",1179556921,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Dongola, Illinois",1166852423,C
12582032,Illinois,Midwest_East North Central,Illinois,"Donnellson, Illinois",1166852463,C
12582032,Illinois,Midwest_East North Central,Illinois,"Donovan, Illinois",1109189154,C
12582032,Illinois,Midwest_East North Central,Illinois,"Dorchester, Illinois",1166852557,C
12582032,Illinois,Midwest_East North Central,Illinois,"Dover, Illinois",1166852986,C
12582032,Illinois,Midwest_East North Central,Illinois,"Dowell, Illinois",1166853026,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Downers Grove, Illinois",1179983560,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Downs, Illinois",1166853899,C
12582032,Illinois,Midwest_East North Central,Illinois,"Du Bois, Illinois",1166854350,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Dunfermline, Illinois",1166854793,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Dunlap, Illinois",1166854856,C
12582032,Illinois,Midwest_East North Central,Illinois,"Dupo, Illinois",1166855005,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Du Quoin, Illinois",1178008528,C
12582032,Illinois,Midwest_East North Central,Illinois,"Durand, Illinois",1166855039,C
12582032,Illinois,Midwest_East North Central,Illinois,"Dwight, Illinois",1180421666,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Eagarville, Illinois",1166855287,Start
12582032,Illinois,Midwest_East North Central,Illinois,"Earlville, Illinois",1174123276,C
12582032,Illinois,Midwest_East North Central,Illinois,"East Alton, Illinois",1166990449,GA
12582032,Illinois,Midwest_East North Central,Illinois,"East Brooklyn, Illinois",1166990557,Start
12582032,Illinois,Midwest_East North Central,Illinois,"East Cape Girardeau, Illinois",1166990585,C
12582032,Illinois,Midwest_East North Central,Illinois,"East Carondelet, Illinois",1139042999,C
12582032,Illinois,Midwest_East North Central,Illinois,"East Dubuque, Illinois",1165647631,C
12582032,Illinois,Midwest_East North Central,Illinois,"East Dundee, Illinois",1173030347,C
12582032,Illinois,Midwest_East North Central,Illinois,"East Galesburg, Illinois",1155388896,Start
12582032,Illinois,Midwest_East North Central,Illinois,"East Gillespie, Illinois",1138417432,Start
12582032,Illinois,Midwest_East North Central,Illinois,"East Hazel Crest, Illinois",1169516112,C
12582032,Illinois,Midwest_East North Central,Illinois,"East Moline, Illinois",1172385321,C
12582032,Illinois,Midwest_East North Central,Illinois,"Easton, Illinois",1166991596,GA
12582032,Illinois,Midwest_East North Central,Illinois,"East Peoria, Illinois",1178456693,GA
12582032,Illinois,Midwest_East North Central,Illinois,"East St. Louis, Illinois",1178719826,B
12582032,Illinois,Midwest_East North Central,Illinois,"Eddyville, Illinois",1166992055,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Edgewood, Illinois",1178297877,GA
12582032,Illinois,Midwest_East North Central,Illinois,"Edinburg, Illinois",1166992464,C
